GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AEE001
"G2902030","1850","Missouri","290","Shannon","2030","Shannon",34577
"G2902050","1850","Missouri","290","Shelby","2050","Shelby",436160
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard",119691
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan",252345
"G2902130","1850","Missouri","290","Taney","2130","Taney",203270
"G2902150","1850","Missouri","290","Texas","2150","Texas",93350
"G2902190","1850","Missouri","290","Warren","2190","Warren",612348
"G2902210","1850","Missouri","290","Washington","2210","Washington",709461
"G2902230","1850","Missouri","290","Wayne","2230","Wayne",221975
"G2902290","1850","Missouri","290","Wright","2290","Wright",133425
"G3300010","1850","New Hampshire","330","Belknap","0010","Belknap",3747515
"G3300030","1850","New Hampshire","330","Carroll","0030","Carroll",3500651
"G3300050","1850","New Hampshire","330","Cheshire","0050","Cheshire",5801093
"G3300070","1850","New Hampshire","330","Coos","0070","Coos",1611348
"G3300090","1850","New Hampshire","330","Grafton","0090","Grafton",7838130
"G3300110","1850","New Hampshire","330","Hillsborough","0110","Hillsborough",7994720
"G3300130","1850","New Hampshire","330","Merrimack","0130","Merrimack",7397930
"G3300150","1850","New Hampshire","330","Rockingham","0150","Rockingham",9141870
"G3300170","1850","New Hampshire","330","Strafford","0170","Strafford",4311765
"G3300190","1850","New Hampshire","330","Sullivan","0190","Sullivan",3900975
"G3400010","1850","New Jersey","340","Atlantic","0010","Atlantic",685425
"G3400030","1850","New Jersey","340","Bergen","0030","Bergen",6238110
"G3400050","1850","New Jersey","340","Burlington","0050","Burlington",11666550
"G3400070","1850","New Jersey","340","Camden","0070","Camden",4651048
"G3400090","1850","New Jersey","340","Cape May","0090","Cape May",824950
"G3400110","1850","New Jersey","340","Cumberland","0110","Cumberland",2754375
"G3400130","1850","New Jersey","340","Essex","0130","Essex",6988985
"G3400150","1850","New Jersey","340","Gloucester","0150","Gloucester",4548128
"G3400170","1850","New Jersey","340","Hudson","0170","Hudson",2964995
"G3400190","1850","New Jersey","340","Hunterdon","0190","Hunterdon",11474186
"G3400210","1850","New Jersey","340","Mercer","0210","Mercer",6336970
"G3400230","1850","New Jersey","340","Middlesex","0230","Middlesex",6712960
"G3400250","1850","New Jersey","340","Monmouth","0250","Monmouth",11522920
"G3400270","1850","New Jersey","340","Morris","0270","Morris",7981997
"G3400290","1850","New Jersey","340","Ocean","0290","Ocean",1089300
"G3400310","1850","New Jersey","340","Passaic","0310","Passaic",3204977
"G3400330","1850","New Jersey","340","Salem","0330","Salem",6648373
"G3400350","1850","New Jersey","340","Somerset","0350","Somerset",7872377
"G3400370","1850","New Jersey","340","Sussex","0370","Sussex",8390180
"G3400410","1850","New Jersey","340","Warren","0410","Warren",7680705
"G3550035","1850","New Mexico Territory","355","Bernalillo","0035","Bernalillo",144379
"G3550315","1850","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",414809
"G3550395","1850","New Mexico Territory","355","San Miguel","0395","San Miguel",190167
"G3550415","1850","New Mexico Territory","355","Santa Anna","0415","Santa Anna",124459
"G3550435","1850","New Mexico Territory","355","Santa Fe","0435","Santa Fe",171447
"G3550495","1850","New Mexico Territory","355","Taos","0495","Taos",192293
"G3550555","1850","New Mexico Territory","355","Valencia","0555","Valencia",416368
"G3600010","1850","New York","360","Albany","0010","Albany",11339756
"G3600030","1850","New York","360","Allegany","0030","Allegany",5540150
"G3600070","1850","New York","360","Broome","0070","Broome",5586307
"G3600090","1850","New York","360","Cattaraugus","0090","Cattaraugus",6216993
"G3600110","1850","New York","360","Cayuga","0110","Cayuga",15086322
"G3600130","1850","New York","360","Chautauqua","0130","Chautauqua",10836732
"G3600150","1850","New York","360","Chemung","0150","Chemung",6352356
"G3600170","1850","New York","360","Chenango","0170","Chenango",9555848
"G3600190","1850","New York","360","Clinton","0190","Clinton",4256119
"G3600210","1850","New York","360","Columbia","0210","Columbia",15684468
"G3600230","1850","New York","360","Cortland","0230","Cortland",5405547
"G3600250","1850","New York","360","Delaware","0250","Delaware",8583684
"G3600270","1850","New York","360","Dutchess","0270","Dutchess",25181302
"G3600290","1850","New York","360","Erie","0290","Erie",12441746
"G3600310","1850","New York","360","Essex","0310","Essex",3393385
"G3600330","1850","New York","360","Franklin","0330","Franklin",2298912
"G3600350","1850","New York","360","Fulton","0350","Fulton",3465299
"G3600370","1850","New York","360","Genesee","0370","Genesee",10505382
"G3600390","1850","New York","360","Greene","0390","Greene",7943072
"G3600410","1850","New York","360","Hamilton","0410","Hamilton",220777
"G3600430","1850","New York","360","Herkimer","0430","Herkimer",10494344
"G3600450","1850","New York","360","Jefferson","0450","Jefferson",13986824
"G3600470","1850","New York","360","Kings","0470","Kings",4130700
"G3600490","1850","New York","360","Lewis","0490","Lewis",5289486
"G3600510","1850","New York","360","Livingston","0510","Livingston",14018338
"G3600530","1850","New York","360","Madison","0530","Madison",10829524
"G3600550","1850","New York","360","Monroe","0550","Monroe",19617346
"G3600570","1850","New York","360","Montgomery","0570","Montgomery",8680704
"G3600610","1850","New York","360","New York","0610","New York",4937000
"G3600630","1850","New York","360","Niagara","0630","Niagara",6700836
"G3600650","1850","New York","360","Oneida","0650","Oneida",15930356
"G3600670","1850","New York","360","Onondaga","0670","Onondaga",17055334
"G3600690","1850","New York","360","Ontario","0690","Ontario",15066954
"G3600710","1850","New York","360","Orange","0710","Orange",17585392
"G3600730","1850","New York","360","Orleans","0730","Orleans",8946810
"G3600750","1850","New York","360","Oswego","0750","Oswego",8037526
"G3600770","1850","New York","360","Otsego","0770","Otsego",12560142
"G3600790","1850","New York","360","Putnam","0790","Putnam",4820700
"G3600810","1850","New York","360","Queens","0810","Queens",12373722
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer",13566420
"G3600850","1850","New York","360","Richmond","0850","Richmond",1620360
"G3600870","1850","New York","360","Rockland","0870","Rockland",3269780
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence",9242548
"G3600910","1850","New York","360","Saratoga","0910","Saratoga",13200760
"G3600930","1850","New York","360","Schenectady","0930","Schenectady",3820430
"G3600950","1850","New York","360","Schoharie","0950","Schoharie",7347157
"G3600990","1850","New York","360","Seneca","0990","Seneca",8563490
"G3601010","1850","New York","360","Steuben","1010","Steuben",13581268
"G3601030","1850","New York","360","Suffolk","1030","Suffolk",7195800
"G3601050","1850","New York","360","Sullivan","1050","Sullivan",3543001
"G3601070","1850","New York","360","Tioga","1070","Tioga",4852976
"G3601090","1850","New York","360","Tompkins","1090","Tompkins",10382946
"G3601110","1850","New York","360","Ulster","1110","Ulster",12438204
"G3601130","1850","New York","360","Warren","1130","Warren",1965312
"G3601150","1850","New York","360","Washington","1150","Washington",11958956
"G3601170","1850","New York","360","Wayne","1170","Wayne",11837904
"G3601190","1850","New York","360","Westchester","1190","Westchester",19552744
"G3601210","1850","New York","360","Wyoming","1210","Wyoming",8071848
"G3601230","1850","New York","360","Yates","1230","Yates",7578553
"G3700010","1850","North Carolina","370","Alamance","0010","Alamance",911472
"G3700030","1850","North Carolina","370","Alexander","0030","Alexander",255199
"G3700070","1850","North Carolina","370","Anson","0070","Anson",1248399
"G3700090","1850","North Carolina","370","Ashe","0090","Ashe",458436
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort",605014
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie",1209847
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen",822413
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick",521059
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe",1264410
"G3700230","1850","North Carolina","370","Burke","0230","Burke",564674
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus",846620
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell",422804
"G3700290","1850","North Carolina","370","Camden","0290","Camden",981280
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret",151900
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell",1393841
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba",812535
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham",1408721
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee",387745
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan",794615
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland",531434
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus",297495
"G3700490","1850","North Carolina","370","Craven","0490","Craven",778301
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland",1295053
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck",736357
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson",1106746
"G3700590","1850","North Carolina","370","Davie","0590","Davie",471392
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin",1407443
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe",2030223
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth",593197
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin",832196
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston",655076
"G3700730","1850","North Carolina","370","Gates","0730","Gates",709119
"G3700770","1850","North Carolina","370","Granville","0770","Granville",1406027
"G3700790","1850","North Carolina","370","Greene","0790","Greene",767803
"G3700810","1850","North Carolina","370","Guilford","0810","Guilford",1437561
"G3700830","1850","North Carolina","370","Halifax","0830","Halifax",1546642
"G3700870","1850","North Carolina","370","Haywood","0870","Haywood",459457
"G3700890","1850","North Carolina","370","Henderson","0890","Henderson",376746
"G3700910","1850","North Carolina","370","Hertford","0910","Hertford",616879
"G3700950","1850","North Carolina","370","Hyde","0950","Hyde",1141635
"G3700970","1850","North Carolina","370","Iredell","0970","Iredell",1133712
"G3701010","1850","North Carolina","370","Johnston","1010","Johnston",1025006
"G3701030","1850","North Carolina","370","Jones","1030","Jones",467271
"G3701070","1850","North Carolina","370","Lenoir","1070","Lenoir",1191461
"G3701090","1850","North Carolina","370","Lincoln","1090","Lincoln",675847
"G3701110","1850","North Carolina","370","McDowell","1110","Mcdowell",557533
"G3701130","1850","North Carolina","370","Macon","1130","Macon",365356
"G3701170","1850","North Carolina","370","Martin","1170","Martin",741953
"G3701190","1850","North Carolina","370","Mecklenburg","1190","Mecklenburg",1160174
"G3701230","1850","North Carolina","370","Montgomery","1230","Montgomery",364410
"G3701250","1850","North Carolina","370","Moore","1250","Moore",459526
"G3701270","1850","North Carolina","370","Nash","1270","Nash",629556
"G3701290","1850","North Carolina","370","New Hanover","1290","New Hanover",1002957
"G3701310","1850","North Carolina","370","Northampton","1310","Northampton",1053197
"G3701330","1850","North Carolina","370","Onslow","1330","Onslow",536676
"G3701350","1850","North Carolina","370","Orange","1350","Orange",1097624
"G3701390","1850","North Carolina","370","Pasquotank","1390","Pasquotank",1234802
"G3701430","1850","North Carolina","370","Perquimans","1430","Perquimans",1032968
"G3701450","1850","North Carolina","370","Person","1450","Person",832466
"G3701470","1850","North Carolina","370","Pitt","1470","Pitt",1115174
"G3701510","1850","North Carolina","370","Randolph","1510","Randolph",1031503
"G3701530","1850","North Carolina","370","Richmond","1530","Richmond",608694
"G3701550","1850","North Carolina","370","Robeson","1550","Robeson",1127976
"G3701570","1850","North Carolina","370","Rockingham","1570","Rockingham",988175
"G3701590","1850","North Carolina","370","Rowan","1590","Rowan",1071546
"G3701610","1850","North Carolina","370","Rutherford","1610","Rutherford",977504
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson",1804720
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly",336363
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes",451992
"G3701710","1850","North Carolina","370","Surry","1710","Surry",962741
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell",319493
"G3701790","1850","North Carolina","370","Union","1790","Union",689663
"G3701830","1850","North Carolina","370","Wake","1830","Wake",1589422
"G3701850","1850","North Carolina","370","Warren","1850","Warren",1274103
"G3701870","1850","North Carolina","370","Washington","1870","Washington",367882
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga",345717
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne",1613294
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes",799527
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey",596016
"G3900010","1850","Ohio","390","Adams","0010","Adams",2785628
"G3900030","1850","Ohio","390","Allen","0030","Allen",1637290
"G3900050","1850","Ohio","390","Ashland","0050","Ashland",5167959
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula",5107073
"G3900090","1850","Ohio","390","Athens","0090","Athens",2125967
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize",1328642
"G3900130","1850","Ohio","390","Belmont","0130","Belmont",7218850
"G3900150","1850","Ohio","390","Brown","0150","Brown",5173426
"G3900170","1850","Ohio","390","Butler","0170","Butler",10604930
"G3900190","1850","Ohio","390","Carroll","0190","Carroll",3925100
"G3900210","1850","Ohio","390","Champaign","0210","Champaign",5236637
"G3900230","1850","Ohio","390","Clark","0230","Clark",5985379
"G3900250","1850","Ohio","390","Clermont","0250","Clermont",5551673
"G3900270","1850","Ohio","390","Clinton","0270","Clinton",4610822
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana",6245746
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton",5032658
"G3900330","1850","Ohio","390","Crawford","0330","Crawford",2361560
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga",5034296
"G3900370","1850","Ohio","390","Darke","0370","Darke",3560998
"G3900390","1850","Ohio","390","Defiance","0390","Defiance",488101
"G3900410","1850","Ohio","390","Delaware","0410","Delaware",3510325
"G3900430","1850","Ohio","390","Erie","0430","Erie",3036845
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield",6815230
"G3900470","1850","Ohio","390","Fayette","0470","Fayette",3581649
"G3900490","1850","Ohio","390","Franklin","0490","Franklin",6312059
"G3900510","1850","Ohio","390","Fulton","0510","Fulton",1084945
"G3900530","1850","Ohio","390","Gallia","0530","Gallia",1886360
"G3900550","1850","Ohio","390","Geauga","0550","Geauga",3345383
"G3900570","1850","Ohio","390","Greene","0570","Greene",6055691
"G3900590","1850","Ohio","390","Guernsey","0590","Guernsey",4529930
"G3900610","1850","Ohio","390","Hamilton","0610","Hamilton",17449236
"G3900630","1850","Ohio","390","Hancock","0630","Hancock",2430290
"G3900650","1850","Ohio","390","Hardin","0650","Hardin",1059330
"G3900670","1850","Ohio","390","Harrison","0670","Harrison",4800223
"G3900690","1850","Ohio","390","Henry","0690","Henry",389981
"G3900710","1850","Ohio","390","Highland","0710","Highland",5708745
"G3900730","1850","Ohio","390","Hocking","0730","Hocking",1326210
"G3900750","1850","Ohio","390","Holmes","0750","Holmes",4200030
"G3900770","1850","Ohio","390","Huron","0770","Huron",5349333
"G3900790","1850","Ohio","390","Jackson","0790","Jackson",1411685
"G3900810","1850","Ohio","390","Jefferson","0810","Jefferson",7164387
"G3900830","1850","Ohio","390","Knox","0830","Knox",5608161
"G3900850","1850","Ohio","390","Lake","0850","Lake",3084869
"G3900870","1850","Ohio","390","Lawrence","0870","Lawrence",507755
"G3900890","1850","Ohio","390","Licking","0890","Licking",7681286
"G3900910","1850","Ohio","390","Logan","0910","Logan",3453100
"G3900930","1850","Ohio","390","Lorain","0930","Lorain",4155317
"G3900950","1850","Ohio","390","Lucas","0950","Lucas",993141
"G3900970","1850","Ohio","390","Madison","0970","Madison",3680613
"G3900990","1850","Ohio","390","Mahoning","0990","Mahoning",5548999
"G3901010","1850","Ohio","390","Marion","1010","Marion",2206424
"G3901030","1850","Ohio","390","Medina","1030","Medina",4732650
"G3901050","1850","Ohio","390","Meigs","1050","Meigs",1646218
"G3901070","1850","Ohio","390","Mercer","1070","Mercer",668556
"G3901090","1850","Ohio","390","Miami","1090","Miami",5320430
"G3901110","1850","Ohio","390","Monroe","1110","Monroe",2975759
"G3901130","1850","Ohio","390","Montgomery","1130","Montgomery",7752152
"G3901150","1850","Ohio","390","Morgan","1150","Morgan",4242519
"G3901170","1850","Ohio","390","Morrow","1170","Morrow",2900082
"G3901190","1850","Ohio","390","Muskingum","1190","Muskingum",8052686
"G3901230","1850","Ohio","390","Ottawa","1230","Ottawa",314435
"G3901250","1850","Ohio","390","Paulding","1250","Paulding",126606
"G3901270","1850","Ohio","390","Perry","1270","Perry",3185109
"G3901290","1850","Ohio","390","Pickaway","1290","Pickaway",6146726
"G3901310","1850","Ohio","390","Pike","1310","Pike",1699333
"G3901330","1850","Ohio","390","Portage","1330","Portage",5428401
"G3901350","1850","Ohio","390","Preble","1350","Preble",6000071
"G3901370","1850","Ohio","390","Putnam","1370","Putnam",772745
"G3901390","1850","Ohio","390","Richland","1390","Richland",6299219
"G3901410","1850","Ohio","390","Ross","1410","Ross",7022203
"G3901430","1850","Ohio","390","Sandusky","1430","Sandusky",2308341
"G3901450","1850","Ohio","390","Scioto","1450","Scioto",2239139
"G3901470","1850","Ohio","390","Seneca","1470","Seneca",5710509
"G3901490","1850","Ohio","390","Shelby","1490","Shelby",2036190
"G3901510","1850","Ohio","390","Stark","1510","Stark",8534064
"G3901530","1850","Ohio","390","Summit","1530","Summit",5653257
"G3901550","1850","Ohio","390","Trumbull","1550","Trumbull",6829978
"G3901570","1850","Ohio","390","Tuscarawas","1570","Tuscarawas",4410495
"G3901590","1850","Ohio","390","Union","1590","Union",2000887
"G3901610","1850","Ohio","390","Van Wert","1610","Van Wert",348245
"G3901630","1850","Ohio","390","Vinton","1630","Vinton",1159720
"G3901650","1850","Ohio","390","Warren","1650","Warren",8708622
"G3901670","1850","Ohio","390","Washington","1670","Washington",2810381
"G3901690","1850","Ohio","390","Wayne","1690","Wayne",9442016
"G3901710","1850","Ohio","390","Williams","1710","Williams",862822
"G3901730","1850","Ohio","390","Wood","1730","Wood",976895
"G3901750","1850","Ohio","390","Wyandot","1750","Wyandot",1890878
"G4130015","1850","Oregon Territory","413","Benton","0015","Benton",74545
"G4130035","1850","Oregon Territory","413","Clackamas","0035","Clackamas",841750
"G4130055","1850","Oregon Territory","413","Clark","0055","Clark",208700
"G4130075","1850","Oregon Territory","413","Clatsop","0075","Clatsop",175400
"G4130095","1850","Oregon Territory","413","Lewis","0095","Lewis",274400
"G4130115","1850","Oregon Territory","413","Linn","0115","Linn",108425
"G4130135","1850","Oregon Territory","413","Marion","0135","Marion",835750
"G4130155","1850","Oregon Territory","413","Polk","0155","Polk",63130
"G4130175","1850","Oregon Territory","413","Washington","0175","Washington",159160
"G4130195","1850","Oregon Territory","413","Yamhill","0195","Yamhill",107910
"G4200010","1850","Pennsylvania","420","Adams","0010","Adams",6390056
"G4200030","1850","Pennsylvania","420","Allegheny","0030","Allegheny",17952830
"G4200050","1850","Pennsylvania","420","Armstrong","0050","Armstrong",3663903
"G4200070","1850","Pennsylvania","420","Beaver","0070","Beaver",5331172
"G4200090","1850","Pennsylvania","420","Bedford","0090","Bedford",3962047
"G4200110","1850","Pennsylvania","420","Berks","0110","Berks",21429502
"G4200130","1850","Pennsylvania","420","Blair","0130","Blair",3869205
"G4200150","1850","Pennsylvania","420","Bradford","0150","Bradford",8293689
"G4200170","1850","Pennsylvania","420","Bucks","0170","Bucks",18555584
"G4200190","1850","Pennsylvania","420","Butler","0190","Butler",5012491
"G4200210","1850","Pennsylvania","420","Cambria","0210","Cambria",1352343
"G4200250","1850","Pennsylvania","420","Carbon","0250","Carbon",488200
"G4200270","1850","Pennsylvania","420","Centre","0270","Centre",5024563
"G4200290","1850","Pennsylvania","420","Chester","0290","Chester",25425956
"G4200310","1850","Pennsylvania","420","Clarion","0310","Clarion",2779989
"G4200330","1850","Pennsylvania","420","Clearfield","0330","Clearfield",1718869
"G4200350","1850","Pennsylvania","420","Clinton","0350","Clinton",2028610
"G4200370","1850","Pennsylvania","420","Columbia","0370","Columbia",3254346
"G4200390","1850","Pennsylvania","420","Crawford","0390","Crawford",5058629
"G4200410","1850","Pennsylvania","420","Cumberland","0410","Cumberland",8748134
"G4200430","1850","Pennsylvania","420","Dauphin","0430","Dauphin",7175872
"G4200450","1850","Pennsylvania","420","Delaware","0450","Delaware",8873456
"G4200470","1850","Pennsylvania","420","Elk","0470","Elk",286772
"G4200490","1850","Pennsylvania","420","Erie","0490","Erie",5782858
"G4200510","1850","Pennsylvania","420","Fayette","0510","Fayette",7369275
"G4200550","1850","Pennsylvania","420","Franklin","0550","Franklin",11911072
"G4200570","1850","Pennsylvania","420","Fulton","0570","Fulton",1145960
"G4200590","1850","Pennsylvania","420","Greene","0590","Greene",4447781
"G4200610","1850","Pennsylvania","420","Huntingdon","0610","Huntingdon",5147005
"G4200630","1850","Pennsylvania","420","Indiana","0630","Indiana",3118954
"G4200650","1850","Pennsylvania","420","Jefferson","0650","Jefferson",1307096
"G4200670","1850","Pennsylvania","420","Juniata","0670","Juniata",2617450
"G4200710","1850","Pennsylvania","420","Lancaster","0710","Lancaster",35454432
"G4200730","1850","Pennsylvania","420","Lawrence","0730","Lawrence",3942890
"G4200750","1850","Pennsylvania","420","Lebanon","0750","Lebanon",7085000
"G4200770","1850","Pennsylvania","420","Lehigh","0770","Lehigh",9913608
"G4200790","1850","Pennsylvania","420","Luzerne","0790","Luzerne",6100255
"G4200810","1850","Pennsylvania","420","Lycoming","0810","Lycoming",4110234
"G4200830","1850","Pennsylvania","420","McKean","0830","Mckean",276820
"G4200850","1850","Pennsylvania","420","Mercer","0850","Mercer",4793787
"G4200870","1850","Pennsylvania","420","Mifflin","0870","Mifflin",4149675
"G4200890","1850","Pennsylvania","420","Monroe","0890","Monroe",2000743
"G4200910","1850","Pennsylvania","420","Montgomery","0910","Montgomery",20290748
"G4200930","1850","Pennsylvania","420","Montour","0930","Montour",2614949
"G4200950","1850","Pennsylvania","420","Northampton","0950","Northampton",2535675
"G4200970","1850","Pennsylvania","420","Northumberland","0970","Northumberland",5766803
"G4200990","1850","Pennsylvania","420","Perry","0990","Perry",3317790
"G4201010","1850","Pennsylvania","420","Philadelphia","1010","Philadelphia",13659960
"G4201030","1850","Pennsylvania","420","Pike","1030","Pike",959200
"G4201050","1850","Pennsylvania","420","Potter","1050","Potter",730986
"G4201070","1850","Pennsylvania","420","Schuylkill","1070","Schuylkill",3097598
"G4201110","1850","Pennsylvania","420","Somerset","1110","Somerset",3874520
"G4201130","1850","Pennsylvania","420","Sullivan","1130","Sullivan",314155
"G4201150","1850","Pennsylvania","420","Susquehanna","1150","Susquehanna",5382470
"G4201170","1850","Pennsylvania","420","Tioga","1170","Tioga",3404497
"G4201190","1850","Pennsylvania","420","Union","1190","Union",5800718
"G4201210","1850","Pennsylvania","420","Venango","1210","Venango",2149597
"G4201230","1850","Pennsylvania","420","Warren","1230","Warren",1593186
"G4201250","1850","Pennsylvania","420","Washington","1250","Washington",14943098
"G4201270","1850","Pennsylvania","420","Wayne","1270","Wayne",2188166
"G4201290","1850","Pennsylvania","420","Westmoreland","1290","Westmoreland",12576344
"G4201310","1850","Pennsylvania","420","Wyoming","1310","Wyoming",1628580
"G4201330","1850","Pennsylvania","420","York","1330","York",13695948
"G4400010","1850","Rhode Island","440","Bristol","0010","Bristol",744500
"G4400030","1850","Rhode Island","440","Kent","0030","Kent",1894128
"G4400050","1850","Rhode Island","440","Newport","0050","Newport",3849379
"G4400070","1850","Rhode Island","440","Providence","0070","Providence",7442040
"G4400090","1850","Rhode Island","440","Washington","0090","Washington",3140755
"G4500010","1850","South Carolina","450","Abbeville","0010","Abbeville",4740923
"G4500070","1850","South Carolina","450","Anderson","0070","Anderson",2399120
"G4500110","1850","South Carolina","450","Barnwell","0110","Barnwell",2746605
"G4500130","1850","South Carolina","450","Beaufort","0130","Beaufort",5223868
"G4500190","1850","South Carolina","450","Charleston","0190","Charleston",3681543
"G4500230","1850","South Carolina","450","Chester","0230","Chester",3038495
"G4500250","1850","South Carolina","450","Chesterfield","0250","Chesterfield",844298
"G4500290","1850","South Carolina","450","Colleton","0290","Colleton",5356002
"G4500310","1850","South Carolina","450","Darlington","0310","Darlington",2840486
"G4500370","1850","South Carolina","450","Edgefield","0370","Edgefield",5356854
"G4500390","1850","South Carolina","450","Fairfield","0390","Fairfield",3131629
"G4500430","1850","South Carolina","450","Georgetown","0430","Georgetown",5559100
"G4500450","1850","South Carolina","450","Greenville","0450","Greenville",2004678
"G4500510","1850","South Carolina","450","Horry","0510","Horry",354345
"G4500550","1850","South Carolina","450","Kershaw","0550","Kershaw",1394124
"G4500570","1850","South Carolina","450","Lancaster","0570","Lancaster",1476941
"G4500590","1850","South Carolina","450","Laurens","0590","Laurens",3850500
"G4500630","1850","South Carolina","450","Lexington","0630","Lexington",1003976
"G4500670","1850","South Carolina","450","Marion","0670","Marion",2601144
"G4500690","1850","South Carolina","450","Marlboro","0690","Marlboro",1881909
"G4500710","1850","South Carolina","450","Newberry","0710","Newberry",3551063
"G4500750","1850","South Carolina","450","Orangeburg","0750","Orangeburg",3048940
"G4500770","1850","South Carolina","450","Pickens","0770","Pickens",1613350
"G4500790","1850","South Carolina","450","Richland","0790","Richland",2006777
"G4500830","1850","South Carolina","450","Spartanburg","0830","Spartanburg",2659146
"G4500850","1850","South Carolina","450","Sumter","0850","Sumter",3547743
"G4500870","1850","South Carolina","450","Union","0870","Union",3033159
"G4500890","1850","South Carolina","450","Williamsburg","0890","Williamsburg",819519
"G4500910","1850","South Carolina","450","York","0910","York",2665447
"G4700010","1850","Tennessee","470","Anderson","0010","Anderson",465890
"G4700030","1850","Tennessee","470","Bedford","0030","Bedford",2282346
"G4700050","1850","Tennessee","470","Benton","0050","Benton",343212
"G4700070","1850","Tennessee","470","Bledsoe","0070","Bledsoe",547185
"G4700090","1850","Tennessee","470","Blount","0090","Blount",1124275
"G4700110","1850","Tennessee","470","Bradley","0110","Bradley",1017329
"G4700130","1850","Tennessee","470","Campbell","0130","Campbell",384252
"G4700150","1850","Tennessee","470","Cannon","0150","Cannon",658820
"G4700170","1850","Tennessee","470","Carroll","0170","Carroll",958124
"G4700190","1850","Tennessee","470","Carter","0190","Carter",387551
"G4700250","1850","Tennessee","470","Claiborne","0250","Claiborne",689725
"G4700290","1850","Tennessee","470","Cocke","0290","Cocke",712724
"G4700310","1850","Tennessee","470","Coffee","0310","Coffee",539582
"G4700370","1850","Tennessee","470","Davidson","0370","Davidson",6441759
"G4700390","1850","Tennessee","470","Decatur","0390","Decatur",298079
"G4700410","1850","Tennessee","470","DeKalb","0410","De Kalb",476559
"G4700430","1850","Tennessee","470","Dickson","0430","Dickson",436226
"G4700450","1850","Tennessee","470","Dyer","0450","Dyer",686674
"G4700470","1850","Tennessee","470","Fayette","0470","Fayette",3304672
"G4700490","1850","Tennessee","470","Fentress","0490","Fentress",218002
"G4700510","1850","Tennessee","470","Franklin","0510","Franklin",1382501
"G4700530","1850","Tennessee","470","Gibson","0530","Gibson",2097842
"G4700550","1850","Tennessee","470","Giles","0550","Giles",4431105
"G4700570","1850","Tennessee","470","Grainger","0570","Grainger",803957
"G4700590","1850","Tennessee","470","Greene","0590","Greene",1596811
"G4700610","1850","Tennessee","470","Grundy","0610","Grundy",177569
"G4700650","1850","Tennessee","470","Hamilton","0650","Hamilton",909790
"G4700670","1850","Tennessee","470","Hancock","0670","Hancock",406227
"G4700690","1850","Tennessee","470","Hardeman","0690","Hardeman",1673921
"G4700710","1850","Tennessee","470","Hardin","0710","Hardin",546319
"G4700730","1850","Tennessee","470","Hawkins","0730","Hawkins",1339992
"G4700750","1850","Tennessee","470","Haywood","0750","Haywood",1697841
"G4700770","1850","Tennessee","470","Henderson","0770","Henderson",687105
"G4700790","1850","Tennessee","470","Henry","0790","Henry",1174370
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman",751904
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys",373848
