GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ANY001
"G4701490","1870","Tennessee","470","Rutherford","1490","Rutherford",9
"G4701510","1870","Tennessee","470","Scott","1510","Scott",0
"G4701530","1870","Tennessee","470","Sequatchie","1530","Sequatchie",0
"G4701550","1870","Tennessee","470","Sevier","1550","Sevier",1
"G4701570","1870","Tennessee","470","Shelby","1570","Shelby",76
"G4701590","1870","Tennessee","470","Smith","1590","Smith",10
"G4701610","1870","Tennessee","470","Stewart","1610","Stewart",8
"G4701630","1870","Tennessee","470","Sullivan","1630","Sullivan",5
"G4701650","1870","Tennessee","470","Sumner","1650","Sumner",25
"G4701670","1870","Tennessee","470","Tipton","1670","Tipton",21
"G4701730","1870","Tennessee","470","Union","1730","Union",0
"G4701750","1870","Tennessee","470","Van Buren","1750","Van Buren",0
"G4701770","1870","Tennessee","470","Warren","1770","Warren",5
"G4701790","1870","Tennessee","470","Washington","1790","Washington",1
"G4701810","1870","Tennessee","470","Wayne","1810","Wayne",12
"G4701830","1870","Tennessee","470","Weakley","1830","Weakley",11
"G4701850","1870","Tennessee","470","White","1850","White",1
"G4701870","1870","Tennessee","470","Williamson","1870","Williamson",17
"G4701890","1870","Tennessee","470","Wilson","1890","Wilson",29
"G4800010","1870","Texas","480","Anderson","0010","Anderson",10
"G4800050","1870","Texas","480","Angelina","0050","Angelina",0
"G4800090","1870","Texas","480","Archer","0090","Archer",
"G4800130","1870","Texas","480","Atascosa","0130","Atascosa",0
"G4800150","1870","Texas","480","Austin","0150","Austin",22
"G4800190","1870","Texas","480","Bandera","0190","Bandera",0
"G4800210","1870","Texas","480","Bastrop","0210","Bastrop",28
"G4800230","1870","Texas","480","Baylor","0230","Baylor",
"G4800250","1870","Texas","480","Bee","0250","Bee",0
"G4800270","1870","Texas","480","Bell","0270","Bell",5
"G4800290","1870","Texas","480","Bexar","0290","Bexar",3
"G4800295","1870","Texas","480","Bexar District","0295","Bexar District",0
"G4800310","1870","Texas","480","Blanco","0310","Blanco",0
"G4800350","1870","Texas","480","Bosque","0350","Bosque",2
"G4800370","1870","Texas","480","Bowie","0370","Bowie",2
"G4800390","1870","Texas","480","Brazoria","0390","Brazoria",3
"G4800410","1870","Texas","480","Brazos","0410","Brazos",1
"G4800490","1870","Texas","480","Brown","0490","Brown",0
"G4800510","1870","Texas","480","Burleson","0510","Burleson",1
"G4800530","1870","Texas","480","Burnet","0530","Burnet",2
"G4800550","1870","Texas","480","Caldwell","0550","Caldwell",2
"G4800570","1870","Texas","480","Calhoun","0570","Calhoun",6
"G4800590","1870","Texas","480","Callahan","0590","Callahan",
"G4800610","1870","Texas","480","Cameron","0610","Cameron",0
"G4800710","1870","Texas","480","Chambers","0710","Chambers",0
"G4800730","1870","Texas","480","Cherokee","0730","Cherokee",0
"G4800770","1870","Texas","480","Clay","0770","Clay",
"G4800830","1870","Texas","480","Coleman","0830","Coleman",0
"G4800850","1870","Texas","480","Collin","0850","Collin",3
"G4800890","1870","Texas","480","Colorado","0890","Colorado",4
"G4800910","1870","Texas","480","Comal","0910","Comal",2
"G4800930","1870","Texas","480","Comanche","0930","Comanche",0
"G4800950","1870","Texas","480","Concho","0950","Concho",
"G4800970","1870","Texas","480","Cooke","0970","Cooke",1
"G4800990","1870","Texas","480","Coryell","0990","Coryell",0
"G4801130","1870","Texas","480","Dallas","1130","Dallas",13
"G4801135","1870","Texas","480","Davis","1135","Davis",12
"G4801210","1870","Texas","480","Denton","1210","Denton",2
"G4801230","1870","Texas","480","De Witt","1230","De Witt",9
"G4801270","1870","Texas","480","Dimmit","1270","Dimmit",0
"G4801310","1870","Texas","480","Duval","1310","Duval",0
"G4801330","1870","Texas","480","Eastland","1330","Eastland",0
"G4801370","1870","Texas","480","Edwards","1370","Edwards",
"G4801390","1870","Texas","480","Ellis","1390","Ellis",8
"G4801410","1870","Texas","480","El Paso","1410","El Paso",1
"G4801415","1870","Texas","480","Encinal","1415","Encinal",0
"G4801430","1870","Texas","480","Erath","1430","Erath",1
"G4801450","1870","Texas","480","Falls","1450","Falls",7
"G4801470","1870","Texas","480","Fannin","1470","Fannin",4
"G4801490","1870","Texas","480","Fayette","1490","Fayette",26
"G4801570","1870","Texas","480","Fort Bend","1570","Fort Bend",11
"G4801610","1870","Texas","480","Freestone","1610","Freestone",11
"G4801630","1870","Texas","480","Frio","1630","Frio",
"G4801670","1870","Texas","480","Galveston","1670","Galveston",12
"G4801710","1870","Texas","480","Gillespie","1710","Gillespie",2
"G4801750","1870","Texas","480","Goliad","1750","Goliad",0
"G4801770","1870","Texas","480","Gonzales","1770","Gonzales",6
"G4801810","1870","Texas","480","Grayson","1810","Grayson",10
"G4801850","1870","Texas","480","Grimes","1850","Grimes",5
"G4801870","1870","Texas","480","Guadalupe","1870","Guadalupe",7
"G4801930","1870","Texas","480","Hamilton","1930","Hamilton",1
"G4801970","1870","Texas","480","Hardeman","1970","Hardeman",
"G4801990","1870","Texas","480","Hardin","1990","Hardin",0
"G4802010","1870","Texas","480","Harris","2010","Harris",19
"G4802030","1870","Texas","480","Harrison","2030","Harrison",10
"G4802070","1870","Texas","480","Haskell","2070","Haskell",
"G4802090","1870","Texas","480","Hays","2090","Hays",1
"G4802130","1870","Texas","480","Henderson","2130","Henderson",4
"G4802150","1870","Texas","480","Hidalgo","2150","Hidalgo",0
"G4802170","1870","Texas","480","Hill","2170","Hill",0
"G4802210","1870","Texas","480","Hood","2210","Hood",0
"G4802230","1870","Texas","480","Hopkins","2230","Hopkins",15
"G4802250","1870","Texas","480","Houston","2250","Houston",0
"G4802310","1870","Texas","480","Hunt","2310","Hunt",3
"G4802370","1870","Texas","480","Jack","2370","Jack",0
"G4802390","1870","Texas","480","Jackson","2390","Jackson",0
"G4802410","1870","Texas","480","Jasper","2410","Jasper",0
"G4802450","1870","Texas","480","Jefferson","2450","Jefferson",2
"G4802510","1870","Texas","480","Johnson","2510","Johnson",0
"G4802530","1870","Texas","480","Jones","2530","Jones",
"G4802550","1870","Texas","480","Karnes","2550","Karnes",0
"G4802570","1870","Texas","480","Kaufman","2570","Kaufman",3
"G4802590","1870","Texas","480","Kendall","2590","Kendall",1
"G4802650","1870","Texas","480","Kerr","2650","Kerr",1
"G4802670","1870","Texas","480","Kimble","2670","Kimble",0
"G4802710","1870","Texas","480","Kinney","2710","Kinney",0
"G4802750","1870","Texas","480","Knox","2750","Knox",
"G4802770","1870","Texas","480","Lamar","2770","Lamar",5
"G4802810","1870","Texas","480","Lampasas","2810","Lampasas",0
"G4802830","1870","Texas","480","La Salle","2830","La Salle",0
"G4802850","1870","Texas","480","Lavaca","2850","Lavaca",4
"G4802890","1870","Texas","480","Leon","2890","Leon",1
"G4802910","1870","Texas","480","Liberty","2910","Liberty",2
"G4802930","1870","Texas","480","Limestone","2930","Limestone",4
"G4802970","1870","Texas","480","Live Oak","2970","Live Oak",0
"G4802990","1870","Texas","480","Llano","2990","Llano",0
"G4803070","1870","Texas","480","McCulloch","3070","Mcculloch",0
"G4803090","1870","Texas","480","McLennan","3090","Mclennan",11
"G4803110","1870","Texas","480","McMullen","3110","Mcmullen",0
"G4803130","1870","Texas","480","Madison","3130","Madison",3
"G4803150","1870","Texas","480","Marion","3150","Marion",13
"G4803190","1870","Texas","480","Mason","3190","Mason",0
"G4803210","1870","Texas","480","Matagorda","3210","Matagorda",1
"G4803230","1870","Texas","480","Maverick","3230","Maverick",0
"G4803250","1870","Texas","480","Medina","3250","Medina",1
"G4803270","1870","Texas","480","Menard","3270","Menard",0
"G4803310","1870","Texas","480","Milam","3310","Milam",10
"G4803370","1870","Texas","480","Montague","3370","Montague",1
"G4803390","1870","Texas","480","Montgomery","3390","Montgomery",17
"G4803470","1870","Texas","480","Nacogdoches","3470","Nacogdoches",3
"G4803490","1870","Texas","480","Navarro","3490","Navarro",12
"G4803510","1870","Texas","480","Newton","3510","Newton",0
"G4803550","1870","Texas","480","Nueces","3550","Nueces",4
"G4803610","1870","Texas","480","Orange","3610","Orange",2
"G4803630","1870","Texas","480","Palo Pinto","3630","Palo Pinto",
"G4803650","1870","Texas","480","Panola","3650","Panola",7
"G4803670","1870","Texas","480","Parker","3670","Parker",2
"G4803730","1870","Texas","480","Polk","3730","Polk",5
"G4803770","1870","Texas","480","Presidio","3770","Presidio",0
"G4803870","1870","Texas","480","Red River","3870","Red River",17
"G4803910","1870","Texas","480","Refugio","3910","Refugio",6
"G4803950","1870","Texas","480","Robertson","3950","Robertson",3
"G4803990","1870","Texas","480","Runnels","3990","Runnels",
"G4804010","1870","Texas","480","Rusk","4010","Rusk",10
"G4804030","1870","Texas","480","Sabine","4030","Sabine",1
"G4804050","1870","Texas","480","San Augustine","4050","San Augustine",2
"G4804090","1870","Texas","480","San Patricio","4090","San Patricio",1
"G4804110","1870","Texas","480","San Saba","4110","San Saba",1
"G4804170","1870","Texas","480","Shackelford","4170","Shackelford",0
"G4804190","1870","Texas","480","Shelby","4190","Shelby",4
"G4804230","1870","Texas","480","Smith","4230","Smith",8
"G4804270","1870","Texas","480","Starr","4270","Starr",0
"G4804290","1870","Texas","480","Stephens","4290","Stephens",0
"G4804390","1870","Texas","480","Tarrant","4390","Tarrant",4
"G4804410","1870","Texas","480","Taylor","4410","Taylor",
"G4804470","1870","Texas","480","Throckmorton","4470","Throckmorton",
"G4804490","1870","Texas","480","Titus","4490","Titus",13
"G4804530","1870","Texas","480","Travis","4530","Travis",11
"G4804550","1870","Texas","480","Trinity","4550","Trinity",0
"G4804570","1870","Texas","480","Tyler","4570","Tyler",0
"G4804590","1870","Texas","480","Upshur","4590","Upshur",6
"G4804630","1870","Texas","480","Uvalde","4630","Uvalde",1
"G4804670","1870","Texas","480","Van Zandt","4670","Van Zandt",3
"G4804690","1870","Texas","480","Victoria","4690","Victoria",4
"G4804710","1870","Texas","480","Walker","4710","Walker",5
"G4804770","1870","Texas","480","Washington","4770","Washington",16
"G4804790","1870","Texas","480","Webb","4790","Webb",0
"G4804810","1870","Texas","480","Wharton","4810","Wharton",0
"G4804850","1870","Texas","480","Wichita","4850","Wichita",
"G4804870","1870","Texas","480","Wilbarger","4870","Wilbarger",
"G4804910","1870","Texas","480","Williamson","4910","Williamson",0
"G4804930","1870","Texas","480","Wilson","4930","Wilson",0
"G4804970","1870","Texas","480","Wise","4970","Wise",0
"G4804990","1870","Texas","480","Wood","4990","Wood",12
"G4805030","1870","Texas","480","Young","5030","Young",0
"G4805050","1870","Texas","480","Zapata","5050","Zapata",0
"G4805070","1870","Texas","480","Zavala","5070","Zavala",0
"G4950015","1870","Utah Territory","495","Beaver","0015","Beaver",2
"G4950035","1870","Utah Territory","495","Box Elder","0035","Box Elder",1
"G4950055","1870","Utah Territory","495","Cache","0055","Cache",0
"G4950115","1870","Utah Territory","495","Davis","0115","Davis",0
"G4950295","1870","Utah Territory","495","Iron","0295","Iron",1
"G4950315","1870","Utah Territory","495","Juab","0315","Juab",0
"G4950335","1870","Utah Territory","495","Kane","0335","Kane",0
"G4950375","1870","Utah Territory","495","Millard","0375","Millard",0
"G4950395","1870","Utah Territory","495","Morgan","0395","Morgan",3
"G4950415","1870","Utah Territory","495","Piute","0415","Piute",0
"G4950435","1870","Utah Territory","495","Rich","0435","Rich",0
"G4950495","1870","Utah Territory","495","Salt Lake","0495","Salt Lake",5
"G4950535","1870","Utah Territory","495","Sanpete","0535","Sanpete",0
"G4950555","1870","Utah Territory","495","Sevier","0555","Sevier",0
"G4950595","1870","Utah Territory","495","Summit","0595","Summit",1
"G4950615","1870","Utah Territory","495","Tooele","0615","Tooele",1
"G4950675","1870","Utah Territory","495","Utah","0675","Utah",3
"G4950715","1870","Utah Territory","495","Wasatch","0715","Wasatch",0
"G4950735","1870","Utah Territory","495","Washington","0735","Washington",3
"G4950755","1870","Utah Territory","495","Weber","0755","Weber",1
"G5000010","1870","Vermont","500","Addison","0010","Addison",4
"G5000030","1870","Vermont","500","Bennington","0030","Bennington",18
"G5000050","1870","Vermont","500","Caledonia","0050","Caledonia",12
"G5000070","1870","Vermont","500","Chittenden","0070","Chittenden",31
"G5000090","1870","Vermont","500","Essex","0090","Essex",8
"G5000110","1870","Vermont","500","Franklin","0110","Franklin",13
"G5000130","1870","Vermont","500","Grand Isle","0130","Grand Isle",0
"G5000150","1870","Vermont","500","Lamoille","0150","Lamoille",4
"G5000170","1870","Vermont","500","Orange","0170","Orange",3
"G5000190","1870","Vermont","500","Orleans","0190","Orleans",9
"G5000210","1870","Vermont","500","Rutland","0210","Rutland",32
"G5000230","1870","Vermont","500","Washington","0230","Washington",11
"G5000250","1870","Vermont","500","Windham","0250","Windham",23
"G5000270","1870","Vermont","500","Windsor","0270","Windsor",18
"G5100010","1870","Virginia","510","Accomack","0010","Accomack",5
"G5100030","1870","Virginia","510","Albemarle","0030","Albemarle",4
"G5100035","1870","Virginia","510","Alexandria","0035","Alexandria",18
"G5100050","1870","Virginia","510","Alleghany","0050","Alleghany",2
"G5100070","1870","Virginia","510","Amelia","0070","Amelia",3
"G5100090","1870","Virginia","510","Amherst","0090","Amherst",3
"G5100110","1870","Virginia","510","Appomattox","0110","Appomattox",9
"G5100150","1870","Virginia","510","Augusta","0150","Augusta",14
"G5100170","1870","Virginia","510","Bath","0170","Bath",0
"G5100190","1870","Virginia","510","Bedford","0190","Bedford",5
"G5100210","1870","Virginia","510","Bland","0210","Bland",0
"G5100230","1870","Virginia","510","Botetourt","0230","Botetourt",0
"G5100250","1870","Virginia","510","Brunswick","0250","Brunswick",1
"G5100270","1870","Virginia","510","Buchanan","0270","Buchanan",0
"G5100290","1870","Virginia","510","Buckingham","0290","Buckingham",3
"G5100310","1870","Virginia","510","Campbell","0310","Campbell",3
"G5100330","1870","Virginia","510","Caroline","0330","Caroline",6
"G5100350","1870","Virginia","510","Carroll","0350","Carroll",0
"G5100360","1870","Virginia","510","Charles City","0360","Charles City",7
"G5100370","1870","Virginia","510","Charlotte","0370","Charlotte",0
"G5100410","1870","Virginia","510","Chesterfield","0410","Chesterfield",4
"G5100430","1870","Virginia","510","Clarke","0430","Clarke",1
"G5100450","1870","Virginia","510","Craig","0450","Craig",0
"G5100470","1870","Virginia","510","Culpeper","0470","Culpeper",5
"G5100490","1870","Virginia","510","Cumberland","0490","Cumberland",2
"G5100530","1870","Virginia","510","Dinwiddie","0530","Dinwiddie",22
"G5100550","1870","Virginia","510","Elizabeth City","0550","Elizabeth City",3
"G5100570","1870","Virginia","510","Essex","0570","Essex",4
"G5100590","1870","Virginia","510","Fairfax","0590","Fairfax",10
"G5100610","1870","Virginia","510","Fauquier","0610","Fauquier",6
"G5100630","1870","Virginia","510","Floyd","0630","Floyd",0
"G5100650","1870","Virginia","510","Fluvanna","0650","Fluvanna",2
"G5100670","1870","Virginia","510","Franklin","0670","Franklin",0
"G5100690","1870","Virginia","510","Frederick","0690","Frederick",3
"G5100710","1870","Virginia","510","Giles","0710","Giles",0
"G5100730","1870","Virginia","510","Gloucester","0730","Gloucester",6
"G5100750","1870","Virginia","510","Goochland","0750","Goochland",1
"G5100770","1870","Virginia","510","Grayson","0770","Grayson",0
"G5100790","1870","Virginia","510","Greene","0790","Greene",2
"G5100810","1870","Virginia","510","Greensville","0810","Greensville",0
"G5100830","1870","Virginia","510","Halifax","0830","Halifax",8
"G5100850","1870","Virginia","510","Hanover","0850","Hanover",4
"G5100870","1870","Virginia","510","Henrico","0870","Henrico",61
"G5100890","1870","Virginia","510","Henry","0890","Henry",1
"G5100910","1870","Virginia","510","Highland","0910","Highland",0
"G5100930","1870","Virginia","510","Isle Of Wight","0930","Isle Of Wight",6
"G5100950","1870","Virginia","510","James City","0950","James City",2
"G5100970","1870","Virginia","510","King And Queen","0970","King And Queen",1
"G5100990","1870","Virginia","510","King George","0990","King George",0
"G5101010","1870","Virginia","510","King William","1010","King William",3
"G5101030","1870","Virginia","510","Lancaster","1030","Lancaster",4
"G5101050","1870","Virginia","510","Lee","1050","Lee",0
"G5101070","1870","Virginia","510","Loudoun","1070","Loudoun",4
"G5101090","1870","Virginia","510","Louisa","1090","Louisa",3
"G5101110","1870","Virginia","510","Lunenburg","1110","Lunenburg",1
"G5101130","1870","Virginia","510","Madison","1130","Madison",2
"G5101150","1870","Virginia","510","Matthews","1150","Matthews",2
"G5101170","1870","Virginia","510","Mecklenburg","1170","Mecklenburg",2
"G5101190","1870","Virginia","510","Middlesex","1190","Middlesex",1
"G5101210","1870","Virginia","510","Montgomery","1210","Montgomery",2
"G5101230","1870","Virginia","510","Nansemond","1230","Nansemond",5
"G5101250","1870","Virginia","510","Nelson","1250","Nelson",1
"G5101270","1870","Virginia","510","New Kent","1270","New Kent",5
"G5101290","1870","Virginia","510","Norfolk","1290","Norfolk",18
"G5101310","1870","Virginia","510","Northampton","1310","Northampton",11
"G5101330","1870","Virginia","510","Northumberland","1330","Northumberland",4
"G5101350","1870","Virginia","510","Nottoway","1350","Nottoway",1
"G5101370","1870","Virginia","510","Orange","1370","Orange",8
"G5101390","1870","Virginia","510","Page","1390","Page",6
"G5101410","1870","Virginia","510","Patrick","1410","Patrick",0
"G5101430","1870","Virginia","510","Pittsylvania","1430","Pittsylvania",2
"G5101450","1870","Virginia","510","Powhatan","1450","Powhatan",1
"G5101470","1870","Virginia","510","Prince Edward","1470","Prince Edward",1
"G5101490","1870","Virginia","510","Prince George","1490","Prince George",5
"G5101510","1870","Virginia","510","Princess Anne","1510","Princess Anne",11
"G5101530","1870","Virginia","510","Prince William","1530","Prince William",1
"G5101550","1870","Virginia","510","Pulaski","1550","Pulaski",1
"G5101570","1870","Virginia","510","Rappahannock","1570","Rappahannock",0
"G5101590","1870","Virginia","510","Richmond","1590","Richmond",2
"G5101610","1870","Virginia","510","Roanoke","1610","Roanoke",0
"G5101630","1870","Virginia","510","Rockbridge","1630","Rockbridge",5
"G5101650","1870","Virginia","510","Rockingham","1650","Rockingham",4
"G5101670","1870","Virginia","510","Russell","1670","Russell",0
"G5101690","1870","Virginia","510","Scott","1690","Scott",0
"G5101710","1870","Virginia","510","Shenandoah","1710","Shenandoah",3
"G5101730","1870","Virginia","510","Smyth","1730","Smyth",1
"G5101750","1870","Virginia","510","Southampton","1750","Southampton",3
"G5101770","1870","Virginia","510","Spotsylvania","1770","Spotsylvania",4
"G5101790","1870","Virginia","510","Stafford","1790","Stafford",4
"G5101810","1870","Virginia","510","Surry","1810","Surry",6
"G5101830","1870","Virginia","510","Sussex","1830","Sussex",3
"G5101850","1870","Virginia","510","Tazewell","1850","Tazewell",0
"G5101870","1870","Virginia","510","Warren","1870","Warren",1
"G5101890","1870","Virginia","510","Warwick","1890","Warwick",1
"G5101910","1870","Virginia","510","Washington","1910","Washington",7
"G5101930","1870","Virginia","510","Westmoreland","1930","Westmoreland",4
"G5101950","1870","Virginia","510","Wise","1950","Wise",0
"G5101970","1870","Virginia","510","Wythe","1970","Wythe",1
"G5101990","1870","Virginia","510","York","1990","York",5
"G5350015","1870","Washington Territory","535","Chihallis","0015","Chihallis",0
"G5350035","1870","Washington Territory","535","Clallam","0035","Clallam",0
"G5350055","1870","Washington Territory","535","Clark","0055","Clark",0
"G5350095","1870","Washington Territory","535","Cowlitz","0095","Cowlitz",1
"G5350115","1870","Washington Territory","535","Island","0115","Island",5
"G5350135","1870","Washington Territory","535","Jefferson","0135","Jefferson",4
"G5350155","1870","Washington Territory","535","King","0155","King",12
"G5350175","1870","Washington Territory","535","Kitsap","0175","Kitsap",4
"G5350195","1870","Washington Territory","535","Klikatat","0195","Klikatat",0
"G5350215","1870","Washington Territory","535","Lewis","0215","Lewis",0
"G5350235","1870","Washington Territory","535","Mason","0235","Mason",0
"G5350255","1870","Washington Territory","535","Pacific","0255","Pacific",4
"G5350275","1870","Washington Territory","535","Pierce","0275","Pierce",4
"G5350295","1870","Washington Territory","535","The Disputed Islands","0295","The Disputed Islands",0
"G5350355","1870","Washington Territory","535","Skamania","0355","Skamania",0
"G5350395","1870","Washington Territory","535","Snohomish","0395","Snohomish",0
"G5350435","1870","Washington Territory","535","Stevens","0435","Stevens",0
"G5350455","1870","Washington Territory","535","Thurston","0455","Thurston",1
"G5350475","1870","Washington Territory","535","Wahkiakum","0475","Wahkiakum",0
"G5350495","1870","Washington Territory","535","Walla Walla","0495","Walla Walla",3
"G5350515","1870","Washington Territory","535","Whatcom","0515","Whatcom",0
"G5350555","1870","Washington Territory","535","Yakima","0555","Yakima",0
"G5400010","1870","West Virginia","540","Barbour","0010","Barbour",6
"G5400030","1870","West Virginia","540","Berkeley","0030","Berkeley",10
"G5400050","1870","West Virginia","540","Boone","0050","Boone",2
"G5400070","1870","West Virginia","540","Braxton","0070","Braxton",3
"G5400090","1870","West Virginia","540","Brooke","0090","Brooke",11
"G5400110","1870","West Virginia","540","Cabell","0110","Cabell",2
"G5400130","1870","West Virginia","540","Calhoun","0130","Calhoun",0
"G5400150","1870","West Virginia","540","Clay","0150","Clay",0
"G5400170","1870","West Virginia","540","Doddridge","0170","Doddridge",13
"G5400190","1870","West Virginia","540","Fayette","0190","Fayette",1
"G5400210","1870","West Virginia","540","Gilmer","0210","Gilmer",3
"G5400230","1870","West Virginia","540","Grant","0230","Grant",0
"G5400250","1870","West Virginia","540","Greenbrier","0250","Greenbrier",4
"G5400270","1870","West Virginia","540","Hampshire","0270","Hampshire",3
"G5400290","1870","West Virginia","540","Hancock","0290","Hancock",26
"G5400310","1870","West Virginia","540","Hardy","0310","Hardy",1
"G5400330","1870","West Virginia","540","Harrison","0330","Harrison",21
"G5400350","1870","West Virginia","540","Jackson","0350","Jackson",17
"G5400370","1870","West Virginia","540","Jefferson","0370","Jefferson",8
"G5400390","1870","West Virginia","540","Kanawha","0390","Kanawha",69
"G5400410","1870","West Virginia","540","Lewis","0410","Lewis",2
"G5400430","1870","West Virginia","540","Lincoln","0430","Lincoln",0
"G5400450","1870","West Virginia","540","Logan","0450","Logan",0
"G5400470","1870","West Virginia","540","McDowell","0470","Mcdowell",0
"G5400490","1870","West Virginia","540","Marion","0490","Marion",8
"G5400510","1870","West Virginia","540","Marshall","0510","Marshall",11
"G5400530","1870","West Virginia","540","Mason","0530","Mason",52
"G5400550","1870","West Virginia","540","Mercer","0550","Mercer",0
"G5400570","1870","West Virginia","540","Mineral","0570","Mineral",2
"G5400610","1870","West Virginia","540","Monongalia","0610","Monongalia",17
"G5400630","1870","West Virginia","540","Monroe","0630","Monroe",0
"G5400650","1870","West Virginia","540","Morgan","0650","Morgan",3
"G5400670","1870","West Virginia","540","Nicholas","0670","Nicholas",0
"G5400690","1870","West Virginia","540","Ohio","0690","Ohio",67
"G5400710","1870","West Virginia","540","Pendleton","0710","Pendleton",0
"G5400730","1870","West Virginia","540","Pleasants","0730","Pleasants",2
"G5400750","1870","West Virginia","540","Pocahontas","0750","Pocahontas",0
"G5400770","1870","West Virginia","540","Preston","0770","Preston",22
"G5400790","1870","West Virginia","540","Putnam","0790","Putnam",6
"G5400810","1870","West Virginia","540","Raleigh","0810","Raleigh",0
"G5400830","1870","West Virginia","540","Randolph","0830","Randolph",1
"G5400850","1870","West Virginia","540","Ritchie","0850","Ritchie",13
"G5400870","1870","West Virginia","540","Roane","0870","Roane",7
"G5400910","1870","West Virginia","540","Taylor","0910","Taylor",21
"G5400930","1870","West Virginia","540","Tucker","0930","Tucker",0
"G5400950","1870","West Virginia","540","Tyler","0950","Tyler",11
"G5400970","1870","West Virginia","540","Upshur","0970","Upshur",3
"G5400990","1870","West Virginia","540","Wayne","0990","Wayne",0
"G5401010","1870","West Virginia","540","Webster","1010","Webster",0
"G5401030","1870","West Virginia","540","Wetzel","1030","Wetzel",11
"G5401050","1870","West Virginia","540","Wirt","1050","Wirt",6
"G5401070","1870","West Virginia","540","Wood","1070","Wood",44
"G5401090","1870","West Virginia","540","Wyoming","1090","Wyoming",0
"G5500010","1870","Wisconsin","550","Adams","0010","Adams",3
"G5500030","1870","Wisconsin","550","Ashland","0030","Ashland",0
"G5500050","1870","Wisconsin","550","Barron","0050","Barron",0
"G5500070","1870","Wisconsin","550","Bayfield","0070","Bayfield",3
"G5500090","1870","Wisconsin","550","Brown","0090","Brown",72
"G5500110","1870","Wisconsin","550","Buffalo","0110","Buffalo",0
"G5500130","1870","Wisconsin","550","Burnett","0130","Burnett",0
"G5500150","1870","Wisconsin","550","Calumet","0150","Calumet",8
"G5500170","1870","Wisconsin","550","Chippewa","0170","Chippewa",12
"G5500190","1870","Wisconsin","550","Clark","0190","Clark",9
"G5500210","1870","Wisconsin","550","Columbia","0210","Columbia",10
"G5500230","1870","Wisconsin","550","Crawford","0230","Crawford",4
"G5500250","1870","Wisconsin","550","Dane","0250","Dane",10
"G5500270","1870","Wisconsin","550","Dodge","0270","Dodge",34
"G5500290","1870","Wisconsin","550","Door","0290","Door",6
"G5500310","1870","Wisconsin","550","Douglas","0310","Douglas",3
"G5500330","1870","Wisconsin","550","Dunn","0330","Dunn",7
"G5500350","1870","Wisconsin","550","Eau Claire","0350","Eau Claire",35
"G5500390","1870","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",58
"G5500430","1870","Wisconsin","550","Grant","0430","Grant",14
"G5500450","1870","Wisconsin","550","Green","0450","Green",10
"G5500470","1870","Wisconsin","550","Green Lake","0470","Green Lake",11
"G5500490","1870","Wisconsin","550","Iowa","0490","Iowa",10
"G5500530","1870","Wisconsin","550","Jackson","0530","Jackson",3
"G5500550","1870","Wisconsin","550","Jefferson","0550","Jefferson",38
"G5500570","1870","Wisconsin","550","Juneau","0570","Juneau",11
"G5500590","1870","Wisconsin","550","Kenosha","0590","Kenosha",16
"G5500610","1870","Wisconsin","550","Kewaunee","0610","Kewaunee",8
"G5500630","1870","Wisconsin","550","La Crosse","0630","La Crosse",19
"G5500650","1870","Wisconsin","550","Lafayette","0650","Lafayette",2
"G5500710","1870","Wisconsin","550","Manitowoc","0710","Manitowoc",41
"G5500730","1870","Wisconsin","550","Marathon","0730","Marathon",8
"G5500770","1870","Wisconsin","550","Marquette","0770","Marquette",0
"G5500790","1870","Wisconsin","550","Milwaukee","0790","Milwaukee",126
"G5500810","1870","Wisconsin","550","Monroe","0810","Monroe",15
"G5500830","1870","Wisconsin","550","Oconto","0830","Oconto",26
"G5500870","1870","Wisconsin","550","Outagamie","0870","Outagamie",9
"G5500890","1870","Wisconsin","550","Ozaukee","0890","Ozaukee",7
"G5500910","1870","Wisconsin","550","Pepin","0910","Pepin",4
"G5500930","1870","Wisconsin","550","Pierce","0930","Pierce",6
"G5500950","1870","Wisconsin","550","Polk","0950","Polk",1
"G5500970","1870","Wisconsin","550","Portage","0970","Portage",13
"G5501010","1870","Wisconsin","550","Racine","1010","Racine",33
"G5501030","1870","Wisconsin","550","Richland","1030","Richland",6
"G5501050","1870","Wisconsin","550","Rock","1050","Rock",17
"G5501090","1870","Wisconsin","550","St Croix","1090","St Croix",11
"G5501110","1870","Wisconsin","550","Sauk","1110","Sauk",9
"G5501150","1870","Wisconsin","550","Shawano","1150","Shawano",5
"G5501170","1870","Wisconsin","550","Sheboygan","1170","Sheboygan",26
"G5501210","1870","Wisconsin","550","Trempealeau","1210","Trempealeau",2
"G5501230","1870","Wisconsin","550","Vernon","1230","Vernon",3
"G5501270","1870","Wisconsin","550","Walworth","1270","Walworth",9
"G5501310","1870","Wisconsin","550","Washington","1310","Washington",10
"G5501330","1870","Wisconsin","550","Waukesha","1330","Waukesha",13
"G5501350","1870","Wisconsin","550","Waupaca","1350","Waupaca",11
"G5501370","1870","Wisconsin","550","Waushara","1370","Waushara",6
"G5501390","1870","Wisconsin","550","Winnebago","1390","Winnebago",79
"G5501410","1870","Wisconsin","550","Wood","1410","Wood",14
"G5650015","1870","Wyoming Territory","565","Albany","0015","Albany",0
