GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AER001
"G4700690","1850","Tennessee","470","Hardeman","0690","Hardeman",204
"G4700710","1850","Tennessee","470","Hardin","0710","Hardin",165
"G4700730","1850","Tennessee","470","Hawkins","0730","Hawkins",90
"G4700750","1850","Tennessee","470","Haywood","0750","Haywood",53
"G4700770","1850","Tennessee","470","Henderson","0770","Henderson",50
"G4700790","1850","Tennessee","470","Henry","0790","Henry",238
"G4700810","1850","Tennessee","470","Hickman","0810","Hickman",166
"G4700850","1850","Tennessee","470","Humphreys","0850","Humphreys",51
"G4700870","1850","Tennessee","470","Jackson","0870","Jackson",10
"G4700890","1850","Tennessee","470","Jefferson","0890","Jefferson",135
"G4700910","1850","Tennessee","470","Johnson","0910","Johnson",100
"G4700930","1850","Tennessee","470","Knox","0930","Knox",275
"G4700970","1850","Tennessee","470","Lauderdale","0970","Lauderdale",4
"G4700990","1850","Tennessee","470","Lawrence","0990","Lawrence",218
"G4701010","1850","Tennessee","470","Lewis","1010","Lewis",80
"G4701030","1850","Tennessee","470","Lincoln","1030","Lincoln",212
"G4701070","1850","Tennessee","470","McMinn","1070","Mcminn",219
"G4701090","1850","Tennessee","470","McNairy","1090","Mcnairy",63
"G4701110","1850","Tennessee","470","Macon","1110","Macon",8
"G4701130","1850","Tennessee","470","Madison","1130","Madison",137
"G4701150","1850","Tennessee","470","Marion","1150","Marion",17
"G4701170","1850","Tennessee","470","Marshall","1170","Marshall",93
"G4701190","1850","Tennessee","470","Maury","1190","Maury",433
"G4701210","1850","Tennessee","470","Meigs","1210","Meigs",21
"G4701230","1850","Tennessee","470","Monroe","1230","Monroe",184
"G4701250","1850","Tennessee","470","Montgomery","1250","Montgomery",1368
"G4701290","1850","Tennessee","470","Morgan","1290","Morgan",14
"G4701310","1850","Tennessee","470","Obion","1310","Obion",26
"G4701330","1850","Tennessee","470","Overton","1330","Overton",24
"G4701350","1850","Tennessee","470","Perry","1350","Perry",128
"G4701390","1850","Tennessee","470","Polk","1390","Polk",26
"G4701430","1850","Tennessee","470","Rhea","1430","Rhea",1
"G4701450","1850","Tennessee","470","Roane","1450","Roane",133
"G4701470","1850","Tennessee","470","Robertson","1470","Robertson",161
"G4701490","1850","Tennessee","470","Rutherford","1490","Rutherford",115
"G4701510","1850","Tennessee","470","Scott","1510","Scott",0
"G4701550","1850","Tennessee","470","Sevier","1550","Sevier",0
"G4701570","1850","Tennessee","470","Shelby","1570","Shelby",789
"G4701590","1850","Tennessee","470","Smith","1590","Smith",86
"G4701610","1850","Tennessee","470","Stewart","1610","Stewart",771
"G4701630","1850","Tennessee","470","Sullivan","1630","Sullivan",109
"G4701650","1850","Tennessee","470","Sumner","1650","Sumner",286
"G4701670","1850","Tennessee","470","Tipton","1670","Tipton",44
"G4701750","1850","Tennessee","470","Van Buren","1750","Van Buren",14
"G4701770","1850","Tennessee","470","Warren","1770","Warren",32
"G4701790","1850","Tennessee","470","Washington","1790","Washington",216
"G4701810","1850","Tennessee","470","Wayne","1810","Wayne",122
"G4701830","1850","Tennessee","470","Weakley","1830","Weakley",39
"G4701850","1850","Tennessee","470","White","1850","White",65
"G4701870","1850","Tennessee","470","Williamson","1870","Williamson",238
"G4701890","1850","Tennessee","470","Wilson","1890","Wilson",281
"G4800010","1850","Texas","480","Anderson","0010","Anderson",0
"G4800050","1850","Texas","480","Angelina","0050","Angelina",0
"G4800150","1850","Texas","480","Austin","0150","Austin",0
"G4800210","1850","Texas","480","Bastrop","0210","Bastrop",67
"G4800290","1850","Texas","480","Bexar","0290","Bexar",57
"G4800370","1850","Texas","480","Bowie","0370","Bowie",14
"G4800390","1850","Texas","480","Brazoria","0390","Brazoria",0
"G4800410","1850","Texas","480","Brazos","0410","Brazos",0
"G4800510","1850","Texas","480","Burleson","0510","Burleson",0
"G4800550","1850","Texas","480","Caldwell","0550","Caldwell",0
"G4800570","1850","Texas","480","Calhoun","0570","Calhoun",0
"G4800610","1850","Texas","480","Cameron","0610","Cameron",0
"G4800655","1850","Texas","480","Cass (old)","0655","Cass (old)",24
"G4800730","1850","Texas","480","Cherokee","0730","Cherokee",23
"G4800850","1850","Texas","480","Collin","0850","Collin",0
"G4800890","1850","Texas","480","Colorado","0890","Colorado",9
"G4800910","1850","Texas","480","Comal","0910","Comal",28
"G4800970","1850","Texas","480","Cooke","0970","Cooke",0
"G4801130","1850","Texas","480","Dallas","1130","Dallas",1
"G4801210","1850","Texas","480","Denton","1210","Denton",0
"G4801230","1850","Texas","480","De Witt","1230","De Witt",7
"G4801390","1850","Texas","480","Ellis","1390","Ellis",0
"G4801470","1850","Texas","480","Fannin","1470","Fannin",8
"G4801490","1850","Texas","480","Fayette","1490","Fayette",18
"G4801570","1850","Texas","480","Fort Bend","1570","Fort Bend",0
"G4801670","1850","Texas","480","Galveston","1670","Galveston",131
"G4801710","1850","Texas","480","Gillespie","1710","Gillespie",13
"G4801750","1850","Texas","480","Goliad","1750","Goliad",0
"G4801770","1850","Texas","480","Gonzales","1770","Gonzales",0
"G4801810","1850","Texas","480","Grayson","1810","Grayson",0
"G4801850","1850","Texas","480","Grimes","1850","Grimes",0
"G4801870","1850","Texas","480","Guadalupe","1870","Guadalupe",8
"G4802010","1850","Texas","480","Harris","2010","Harris",136
"G4802030","1850","Texas","480","Harrison","2030","Harrison",90
"G4802090","1850","Texas","480","Hays","2090","Hays",7
"G4802130","1850","Texas","480","Henderson","2130","Henderson",0
"G4802230","1850","Texas","480","Hopkins","2230","Hopkins",0
"G4802250","1850","Texas","480","Houston","2250","Houston",0
"G4802310","1850","Texas","480","Hunt","2310","Hunt",0
"G4802390","1850","Texas","480","Jackson","2390","Jackson",0
"G4802410","1850","Texas","480","Jasper","2410","Jasper",23
"G4802450","1850","Texas","480","Jefferson","2450","Jefferson",25
"G4802570","1850","Texas","480","Kaufman","2570","Kaufman",0
"G4802770","1850","Texas","480","Lamar","2770","Lamar",17
"G4802850","1850","Texas","480","Lavaca","2850","Lavaca",0
"G4802890","1850","Texas","480","Leon","2890","Leon",8
"G4802910","1850","Texas","480","Liberty","2910","Liberty",2
"G4802930","1850","Texas","480","Limestone","2930","Limestone",0
"G4803210","1850","Texas","480","Matagorda","3210","Matagorda",0
"G4803250","1850","Texas","480","Medina","3250","Medina",0
"G4803310","1850","Texas","480","Milam","3310","Milam",2
"G4803390","1850","Texas","480","Montgomery","3390","Montgomery",21
"G4803470","1850","Texas","480","Nacogdoches","3470","Nacogdoches",22
"G4803490","1850","Texas","480","Navarro","3490","Navarro",30
"G4803495","1850","Texas","480","Navarro-Ellis-Tarrant [multi-county reporting area]","3495","Navarro-Ellis-Tarrant (multi-county reporting area)",
"G4803510","1850","Texas","480","Newton","3510","Newton",19
"G4803550","1850","Texas","480","Nueces","3550","Nueces",2
"G4803650","1850","Texas","480","Panola","3650","Panola",0
"G4803730","1850","Texas","480","Polk","3730","Polk",0
"G4803870","1850","Texas","480","Red River","3870","Red River",38
"G4803910","1850","Texas","480","Refugio","3910","Refugio",0
"G4803950","1850","Texas","480","Robertson","3950","Robertson",0
"G4804010","1850","Texas","480","Rusk","4010","Rusk",56
"G4804030","1850","Texas","480","Sabine","4030","Sabine",31
"G4804050","1850","Texas","480","San Augustine","4050","San Augustine",35
"G4804090","1850","Texas","480","San Patricio","4090","San Patricio",0
"G4804190","1850","Texas","480","Shelby","4190","Shelby",12
"G4804230","1850","Texas","480","Smith","4230","Smith",8
"G4804270","1850","Texas","480","Starr","4270","Starr",
"G4804390","1850","Texas","480","Tarrant","4390","Tarrant",0
"G4804490","1850","Texas","480","Titus","4490","Titus",8
"G4804530","1850","Texas","480","Travis","4530","Travis",1
"G4804570","1850","Texas","480","Tyler","4570","Tyler",15
"G4804590","1850","Texas","480","Upshur","4590","Upshur",14
"G4804670","1850","Texas","480","Van Zandt","4670","Van Zandt",18
"G4804690","1850","Texas","480","Victoria","4690","Victoria",16
"G4804710","1850","Texas","480","Walker","4710","Walker",0
"G4804770","1850","Texas","480","Washington","4770","Washington",0
"G4804790","1850","Texas","480","Webb","4790","Webb",
"G4804810","1850","Texas","480","Wharton","4810","Wharton",0
"G4804910","1850","Texas","480","Williamson","4910","Williamson",2
"G4950115","1850","Utah Territory","495","Davis","0115","Davis",6
"G4950235","1850","Utah Territory","495","Great Salt Lake","0235","Great Salt Lake",17
"G4950295","1850","Utah Territory","495","Iron","0295","Iron",0
"G4950535","1850","Utah Territory","495","San Pete","0535","San Pete",0
"G4950615","1850","Utah Territory","495","Tooele","0615","Tooele",0
"G4950675","1850","Utah Territory","495","Utah","0675","Utah",21
"G4950755","1850","Utah Territory","495","Weber","0755","Weber",7
"G5000010","1850","Vermont","500","Addison","0010","Addison",597
"G5000030","1850","Vermont","500","Bennington","0030","Bennington",769
"G5000050","1850","Vermont","500","Caledonia","0050","Caledonia",816
"G5000070","1850","Vermont","500","Chittenden","0070","Chittenden",1216
"G5000090","1850","Vermont","500","Essex","0090","Essex",55
"G5000110","1850","Vermont","500","Franklin","0110","Franklin",394
"G5000130","1850","Vermont","500","Grand Isle","0130","Grand Isle",47
"G5000150","1850","Vermont","500","Lamoille","0150","Lamoille",146
"G5000170","1850","Vermont","500","Orange","0170","Orange",253
"G5000190","1850","Vermont","500","Orleans","0190","Orleans",125
"G5000210","1850","Vermont","500","Rutland","0210","Rutland",1379
"G5000230","1850","Vermont","500","Washington","0230","Washington",449
"G5000250","1850","Vermont","500","Windham","0250","Windham",922
"G5000270","1850","Vermont","500","Windsor","0270","Windsor",1277
"G5100010","1850","Virginia","510","Accomack","0010","Accomack",51
"G5100030","1850","Virginia","510","Albemarle","0030","Albemarle",359
"G5100035","1850","Virginia","510","Alexandria","0035","Alexandria",791
"G5100050","1850","Virginia","510","Alleghany","0050","Alleghany",179
"G5100070","1850","Virginia","510","Amelia","0070","Amelia",21
"G5100090","1850","Virginia","510","Amherst","0090","Amherst",0
"G5100110","1850","Virginia","510","Appomattox","0110","Appomattox",75
"G5100150","1850","Virginia","510","Augusta","0150","Augusta",492
"G5100155","1850","Virginia","510","Barbour","0155","Barbour",0
"G5100170","1850","Virginia","510","Bath","0170","Bath",40
"G5100190","1850","Virginia","510","Bedford","0190","Bedford",100
"G5100195","1850","Virginia","510","Berkeley","0195","Berkeley",269
"G5100215","1850","Virginia","510","Boone","0215","Boone",57
"G5100230","1850","Virginia","510","Botetourt","0230","Botetourt",325
"G5100233","1850","Virginia","510","Braxton","0233","Braxton",34
"G5100237","1850","Virginia","510","Brooke","0237","Brooke",228
"G5100250","1850","Virginia","510","Brunswick","0250","Brunswick",13
"G5100290","1850","Virginia","510","Buckingham","0290","Buckingham",31
"G5100293","1850","Virginia","510","Cabell","0293","Cabell",77
"G5100310","1850","Virginia","510","Campbell","0310","Campbell",1717
"G5100330","1850","Virginia","510","Caroline","0330","Caroline",126
"G5100350","1850","Virginia","510","Carroll","0350","Carroll",19
"G5100360","1850","Virginia","510","Charles City","0360","Charles City",74
"G5100370","1850","Virginia","510","Charlotte","0370","Charlotte",19
"G5100410","1850","Virginia","510","Chesterfield","0410","Chesterfield",1946
"G5100430","1850","Virginia","510","Clarke","0430","Clarke",129
"G5100470","1850","Virginia","510","Culpeper","0470","Culpeper",183
"G5100490","1850","Virginia","510","Cumberland","0490","Cumberland",68
"G5100530","1850","Virginia","510","Dinwiddie","0530","Dinwiddie",783
"G5100533","1850","Virginia","510","Doddridge","0533","Doddridge",4
"G5100550","1850","Virginia","510","Elizabeth City","0550","Elizabeth City",47
"G5100570","1850","Virginia","510","Essex","0570","Essex",20
"G5100590","1850","Virginia","510","Fairfax","0590","Fairfax",32
"G5100610","1850","Virginia","510","Fauquier","0610","Fauquier",168
"G5100615","1850","Virginia","510","Fayette","0615","Fayette",28
"G5100630","1850","Virginia","510","Floyd","0630","Floyd",33
"G5100650","1850","Virginia","510","Fluvanna","0650","Fluvanna",277
"G5100670","1850","Virginia","510","Franklin","0670","Franklin",278
"G5100690","1850","Virginia","510","Frederick","0690","Frederick",491
"G5100710","1850","Virginia","510","Giles","0710","Giles",0
"G5100715","1850","Virginia","510","Gilmer","0715","Gilmer",4
"G5100730","1850","Virginia","510","Gloucester","0730","Gloucester",120
"G5100750","1850","Virginia","510","Goochland","0750","Goochland",269
"G5100770","1850","Virginia","510","Grayson","0770","Grayson",0
"G5100775","1850","Virginia","510","Greenbrier","0775","Greenbrier",0
"G5100790","1850","Virginia","510","Greene","0790","Greene",51
"G5100810","1850","Virginia","510","Greensville","0810","Greensville",8
"G5100830","1850","Virginia","510","Halifax","0830","Halifax",149
"G5100833","1850","Virginia","510","Hampshire","0833","Hampshire",174
"G5100837","1850","Virginia","510","Hancock","0837","Hancock",130
"G5100850","1850","Virginia","510","Hanover","0850","Hanover",60
"G5100853","1850","Virginia","510","Hardy","0853","Hardy",94
"G5100857","1850","Virginia","510","Harrison","0857","Harrison",90
"G5100870","1850","Virginia","510","Henrico","0870","Henrico",4377
"G5100890","1850","Virginia","510","Henry","0890","Henry",172
"G5100910","1850","Virginia","510","Highland","0910","Highland",10
"G5100930","1850","Virginia","510","Isle Of Wight","0930","Isle Of Wight",102
"G5100935","1850","Virginia","510","Jackson","0935","Jackson",75
"G5100950","1850","Virginia","510","James City","0950","James City",0
"G5100953","1850","Virginia","510","Jefferson","0953","Jefferson",672
"G5100957","1850","Virginia","510","Kanawha","0957","Kanawha",1435
"G5100970","1850","Virginia","510","King And Queen","0970","King And Queen",14
"G5100990","1850","Virginia","510","King George","0990","King George",25
"G5101010","1850","Virginia","510","King William","1010","King William",27
"G5101030","1850","Virginia","510","Lancaster","1030","Lancaster",16
"G5101050","1850","Virginia","510","Lee","1050","Lee",22
"G5101053","1850","Virginia","510","Lewis","1053","Lewis",68
"G5101057","1850","Virginia","510","Logan","1057","Logan",0
"G5101070","1850","Virginia","510","Loudoun","1070","Loudoun",349
"G5101090","1850","Virginia","510","Louisa","1090","Louisa",162
"G5101110","1850","Virginia","510","Lunenburg","1110","Lunenburg",31
"G5101130","1850","Virginia","510","Madison","1130","Madison",76
"G5101133","1850","Virginia","510","Marion","1133","Marion",136
"G5101135","1850","Virginia","510","Marshall","1135","Marshall",46
"G5101137","1850","Virginia","510","Mason","1137","Mason",28
"G5101150","1850","Virginia","510","Matthews","1150","Matthews",34
"G5101170","1850","Virginia","510","Mecklenburg","1170","Mecklenburg",249
"G5101175","1850","Virginia","510","Mercer","1175","Mercer",4
"G5101190","1850","Virginia","510","Middlesex","1190","Middlesex",21
"G5101193","1850","Virginia","510","Monongalia","1193","Monongalia",185
"G5101197","1850","Virginia","510","Monroe","1197","Monroe",69
"G5101210","1850","Virginia","510","Montgomery","1210","Montgomery",112
"G5101215","1850","Virginia","510","Morgan","1215","Morgan",19
"G5101230","1850","Virginia","510","Nansemond","1230","Nansemond",362
"G5101250","1850","Virginia","510","Nelson","1250","Nelson",149
"G5101270","1850","Virginia","510","New Kent","1270","New Kent",14
"G5101275","1850","Virginia","510","Nicholas","1275","Nicholas",1
"G5101290","1850","Virginia","510","Norfolk","1290","Norfolk",1541
"G5101310","1850","Virginia","510","Northampton","1310","Northampton",43
"G5101330","1850","Virginia","510","Northumberland","1330","Northumberland",10
"G5101350","1850","Virginia","510","Nottoway","1350","Nottoway",31
"G5101355","1850","Virginia","510","Ohio","1355","Ohio",2493
"G5101370","1850","Virginia","510","Orange","1370","Orange",131
"G5101390","1850","Virginia","510","Page","1390","Page",75
"G5101410","1850","Virginia","510","Patrick","1410","Patrick",247
"G5101415","1850","Virginia","510","Pendleton","1415","Pendleton",80
"G5101430","1850","Virginia","510","Pittsylvania","1430","Pittsylvania",977
"G5101437","1850","Virginia","510","Pocahontas","1437","Pocahontas",9
"G5101450","1850","Virginia","510","Powhatan","1450","Powhatan",0
"G5101455","1850","Virginia","510","Preston","1455","Preston",15
"G5101470","1850","Virginia","510","Prince Edward","1470","Prince Edward",458
"G5101490","1850","Virginia","510","Prince George","1490","Prince George",86
"G5101510","1850","Virginia","510","Princess Anne","1510","Princess Anne",25
"G5101530","1850","Virginia","510","Prince William","1530","Prince William",96
"G5101550","1850","Virginia","510","Pulaski","1550","Pulaski",54
"G5101553","1850","Virginia","510","Putnam","1553","Putnam",79
"G5101555","1850","Virginia","510","Raleigh","1555","Raleigh",0
"G5101557","1850","Virginia","510","Randolph","1557","Randolph",0
"G5101570","1850","Virginia","510","Rappahannock","1570","Rappahannock",70
"G5101590","1850","Virginia","510","Richmond","1590","Richmond",27
"G5101593","1850","Virginia","510","Ritchie","1593","Ritchie",7
"G5101610","1850","Virginia","510","Roanoke","1610","Roanoke",37
"G5101630","1850","Virginia","510","Rockbridge","1630","Rockbridge",432
"G5101650","1850","Virginia","510","Rockingham","1650","Rockingham",382
"G5101670","1850","Virginia","510","Russell","1670","Russell",32
"G5101690","1850","Virginia","510","Scott","1690","Scott",32
"G5101710","1850","Virginia","510","Shenandoah","1710","Shenandoah",256
"G5101730","1850","Virginia","510","Smyth","1730","Smyth",159
"G5101750","1850","Virginia","510","Southampton","1750","Southampton",24
"G5101770","1850","Virginia","510","Spotsylvania","1770","Spotsylvania",134
"G5101790","1850","Virginia","510","Stafford","1790","Stafford",120
"G5101810","1850","Virginia","510","Surry","1810","Surry",40
"G5101830","1850","Virginia","510","Sussex","1830","Sussex",32
"G5101835","1850","Virginia","510","Taylor","1835","Taylor",46
"G5101850","1850","Virginia","510","Tazewell","1850","Tazewell",33
"G5101855","1850","Virginia","510","Tyler","1855","Tyler",29
"G5101870","1850","Virginia","510","Warren","1870","Warren",169
"G5101890","1850","Virginia","510","Warwick","1890","Warwick",0
"G5101910","1850","Virginia","510","Washington","1910","Washington",264
"G5101913","1850","Virginia","510","Wayne","1913","Wayne",29
"G5101930","1850","Virginia","510","Westmoreland","1930","Westmoreland",19
"G5101933","1850","Virginia","510","Wetzel","1933","Wetzel",25
"G5101937","1850","Virginia","510","Wirt","1937","Wirt",36
"G5101953","1850","Virginia","510","Wood","1953","Wood",108
"G5101957","1850","Virginia","510","Wyoming","1957","Wyoming",0
"G5101970","1850","Virginia","510","Wythe","1970","Wythe",322
"G5101990","1850","Virginia","510","York","1990","York",0
"G5500010","1850","Wisconsin","550","Adams","0010","Adams",0
"G5500015","1850","Wisconsin","550","Adams-Sauk [multi-county reporting area]","0015","Adams-Sauk (multi-county reporting area)",
"G5500090","1850","Wisconsin","550","Brown","0090","Brown",377
"G5500150","1850","Wisconsin","550","Calumet","0150","Calumet",14
"G5500170","1850","Wisconsin","550","Chippewa","0170","Chippewa",120
"G5500175","1850","Wisconsin","550","Chippewa-Crawford [multi-county reporting area]","0175","Chippewa-Crawford (multi-county reporting area)",
"G5500210","1850","Wisconsin","550","Columbia","0210","Columbia",54
"G5500230","1850","Wisconsin","550","Crawford","0230","Crawford",65
"G5500250","1850","Wisconsin","550","Dane","0250","Dane",261
"G5500270","1850","Wisconsin","550","Dodge","0270","Dodge",134
"G5500390","1850","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",56
"G5500430","1850","Wisconsin","550","Grant","0430","Grant",208
"G5500450","1850","Wisconsin","550","Green","0450","Green",80
"G5500490","1850","Wisconsin","550","Iowa","0490","Iowa",121
"G5500550","1850","Wisconsin","550","Jefferson","0550","Jefferson",252
"G5500590","1850","Wisconsin","550","Kenosha","0590","Kenosha",279
"G5500650","1850","Wisconsin","550","Lafayette","0650","Lafayette",90
"G5500675","1850","Wisconsin","550","La Point","0675","La Point",2
"G5500710","1850","Wisconsin","550","Manitowoc","0710","Manitowoc",171
"G5500730","1850","Wisconsin","550","Marathon","0730","Marathon",125
"G5500770","1850","Wisconsin","550","Marquette","0770","Marquette",24
"G5500790","1850","Wisconsin","550","Milwaukee","0790","Milwaukee",1583
"G5500970","1850","Wisconsin","550","Portage","0970","Portage",117
"G5501010","1850","Wisconsin","550","Racine","1010","Racine",584
"G5501030","1850","Wisconsin","550","Richland","1030","Richland",17
"G5501050","1850","Wisconsin","550","Rock","1050","Rock",455
"G5501090","1850","Wisconsin","550","St Croix","1090","St Croix",63
"G5501110","1850","Wisconsin","550","Sauk","1110","Sauk",19
"G5501170","1850","Wisconsin","550","Sheboygan","1170","Sheboygan",92
"G5501270","1850","Wisconsin","550","Walworth","1270","Walworth",255
"G5501310","1850","Wisconsin","550","Washington","1310","Washington",38
"G5501330","1850","Wisconsin","550","Waukesha","1330","Waukesha",240
"G5501390","1850","Wisconsin","550","Winnebago","1390","Winnebago",193
